+++ calling  ./simv_52144_dsi3_crm +UVM_VERBOSITY=UVM_MEDIUM +bus_conflict_off +warn=noFCICIO -ucli -assert nopostproc +UVM_LOG_RECORD -verdi_opts '-ssr Verdi.ses' +uvm_set_type_override=top_default_seq,dsi3_crm_seq -i run.tcl -vcs_assert off +UVM_VERDI_TRACE="UVM_AWARE+RAL+TLM+MSG+HIER+PRINT" +UVM_LOG_RECORD +UVM_TESTNAME=top_test +UVM_TR_RECORD +vcs+lic+wait -reportstats -cm line+cond+fsm+tgl+branch+assert -cm_dir DIGITAL/results/vcs/dsi3_crm.vdb -lca   +fsdbfile+dsi3_crm.fsdb
 ++ in dir   /nfs/wrk.zaa/sim/52144/m52144a/dsi3_crm
 ++ on host  ex04.elmos.de
 ++ user     zaa
 ++ start    2025-05-06T22:11:20
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++


Warning-[LCA_FEATURES_ENABLED] Usage warning
  LCA features enabled by '-lca' argument on the command line.  For more 
  information regarding list of LCA features please refer to Chapter "LCA 
  features" in the VCS Release Notes

Chronologic VCS simulator copyright 1991-2021
Contains Synopsys proprietary information.
Compiler version S-2021.09-1_Full64; Runtime version S-2021.09-1_Full64;  May  7 00:11 2025
UVM_INFO /common/run/synopsys/vcs/S-2021.09-1/etc/uvm-1.2/src/base/uvm_root.svh(402) @ 0: reporter [UVM/RELNOTES] 
----------------------------------------------------------------
UVM-1.2.Synopsys
(C) 2007-2014 Mentor Graphics Corporation
(C) 2007-2014 Cadence Design Systems, Inc.
(C) 2006-2014 Synopsys, Inc.
(C) 2011-2013 Cypress Semiconductor Corp.
(C) 2013-2014 NVIDIA Corporation
----------------------------------------------------------------

  ***********       IMPORTANT RELEASE NOTES         ************

  You are using a version of the UVM library that has been compiled
  with `UVM_OBJECT_DO_NOT_NEED_CONSTRUCTOR undefined.
  See http://www.eda.org/svdb/view.php?id=3770 for more details.

      (Specify +UVM_NO_RELNOTES to turn off this notice)


 VCS Coverage Metrics Release S-2021.09-1_Full64 Copyright (c) 1991-2021 by Synopsys Inc.
ucli% source dump.tcl
*Verdi* Loading libsscore_vcsmx202109.so
FSDB Dumper for VCS-MX, Release Verdi_U-2023.03-1, Linux x86_64/64bit, 04/17/2023
(C) 1996 - 2023 by Synopsys, Inc.
*Verdi* : Create FSDB file 'dsi3_crm.fsdb'
*Verdi* : fsdbDumpon("glitch") - All FSDB files at 0 ps.
*Verdi* : Begin traversing the scope (top_tb), layer (0).
*Verdi* : Enable +all dumping.
*Verdi* : End of traversing.
*Verdi* : Flush all FSDB Files at 0 ps.
1
ucli% if { [info exists ::env(GATE_LEVEL)] } {
	source tcheck.tcl
}
ucli% run
*Verdi* Enable Verdi Message Catcher.
UVM_INFO /common/run/synopsys/vcs/S-2021.09-1/etc/uvm-1.2/src/verdi/uvm_custom_install_verdi_recorder.sv(283) @ 0: reporter [VERDI_TR_AUTO] +UVM_TR_RECORD implicitly enables recording_details to UVM_FULL for all components. For explicit control use +UVM_DISABLE_AUTO_COMPONENT and set recording_detail on components accordingly
UVM_INFO @ 0: reporter [RNTST] Running test top_test...

<<SiDENSE_IPS_WARN [0]:\top_tb.th.i_dut_wrapper.xtop.xdigtop.i_logic_top.i_test.i_test_control.i_otp_wrapper.U_OTPWRAP_L3_TOP.U_OTPWRAP_L2_CPU.U_OTPWRAP_L1_JTAG.U_OTPWRAP_L0_ATPG.GEN_TSMC.U_OTP4KX12 .u_ips:   Not Allowed controls for VRR applied. {VRREN,MRR[15],MRR[12:7]} = x_x_xxxxxx

<<SiDENSE_IPS_WARN [0]:\top_tb.th.i_dut_wrapper.xtop.xdigtop.i_logic_top.i_test.i_test_control.i_otp_wrapper.U_OTPWRAP_L3_TOP.U_OTPWRAP_L2_CPU.U_OTPWRAP_L1_JTAG.U_OTPWRAP_L0_ATPG.GEN_TSMC.U_OTP4KX12 .u_ips:   Not Allowed controls for VREF applied. {VRREN,MRR[15],MRR[12:7]} = x_x_xxxxxx

<<SiDENSE_IPS_WARN [0]:\top_tb.th.i_dut_wrapper.xtop.xdigtop.i_logic_top.i_test.i_test_control.i_otp_wrapper.U_OTPWRAP_L3_TOP.U_OTPWRAP_L2_CPU.U_OTPWRAP_L1_JTAG.U_OTPWRAP_L0_ATPG.GEN_TSMC.U_OTP4KX12 .u_ips:   Not Allowed controls for VBG applied. {VRREN,MRR[15],MRR[12:7]} = x_x_xxxxxx
UVM_INFO @ 0: reporter [UVM_CMDLINE_PROC] Applying type override from the command line: +uvm_set_type_override=top_default_seq,dsi3_crm_seq
UVM_INFO   @       0.0000000us:  [UVM_VERDI_DPI]         uvm_verdi DPI routines are compiled off. Recompile without +define+UVM_NO_VERDI_DPI 
UVM_INFO   @       0.0000000us:  [dsi3_crm_seq]          dsi3_crm_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
*Verdi* Enable Verdi Recorder.
Info: Verdi UVM 1.2 Hooks File 06/17/2014 
UVM_INFO   @       0.0010000us:  [sim:task]              dsi3_crm 
UVM_INFO   @    2120.0010000us:  [sim:description]       '''Basic testcase for command response mode''' 
UVM_INFO   @    2120.0010000us:  [crm_single_channel_transmit_seq] crm_single_channel_transmit_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @    2120.0020000us:  [sim:description:1]     *single CRM transmit and read data 
UVM_INFO   @    2120.0020000us:  [sim:description:2]     **single CRM transmit and read data at channel 0 
UVM_INFO   @    2730.5620000us:  [sim:description:2]     **single CRM transmit and read data at channel 1 
UVM_INFO   @    3341.1220000us:  [sim:description:1]     *single CRM transmit on all channels 
UVM_INFO   @    3341.1220000us:  [single_crm_on_all_channels_seq] single_crm_on_all_channels_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @    3341.1230000us:  [sim:description:2]     **single CRM transmit on all channels 
UVM_INFO   @    3954.5630000us:  [single_crm_on_each_channel_seq] single_crm_on_each_channel_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @    3954.5640000us:  [sim:description:1]     *single CRM TRANSMIT on each channel within one frame 
UVM_INFO   @    4573.7640000us:  [crm_command_without_data_seq] crm_command_without_data_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @    4573.7650000us:  [sim:description:1]     *CRM Command Sequence without slave response 
UVM_INFO   @    6210.2450000us:  [crm_broadcast_and_read_seq] crm_broadcast_and_read_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @    6210.2460000us:  [sim:description:1]     *CRM broadcast command and readout of data without  slave response 
UVM_INFO   @    6823.6860000us:  [crm_read_empty_data_seq] crm_read_empty_data_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @    6826.5670000us:  [sim:description:1]     *Read empty CRM data on all channels 
UVM_INFO   @    7049.6070000us:  [sim:description:1]     *Read one empty channel and one with data 
UVM_INFO   @    9614.8870000us:  [crm_with_ffff_data_seq] crm_with_ffff_data_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @    9614.8880000us:  [sim:description:1]     *CRM Command with defined 0xffff as data 
UVM_INFO   @    9623.5680000us:  [sim:measure]           'DSI_CFG' status = PASS 
UVM_INFO   @   10090.8480000us:  [sim:measure]           'CRM_WORD1' status = PASS 
UVM_INFO   @   10094.6880000us:  [sim:measure]           'CRM_WORD2' status = PASS 
UVM_INFO   @   10098.5280000us:  [sim:measure]           'CRM_WORD1' status = PASS 
UVM_INFO   @   10102.3680000us:  [sim:measure]           'CRM_WORD2' status = PASS 
UVM_INFO   @   11591.7680000us:  [sim:description:1]     *CRM Command with defined 0x0000 as data 
UVM_INFO   @   11600.4480000us:  [sim:measure]           'DSI_CFG' status = PASS 
UVM_INFO   @   12067.7280000us:  [sim:measure]           'CRM_WORD1' status = PASS 
UVM_INFO   @   12071.5680000us:  [sim:measure]           'CRM_WORD2' status = PASS 
UVM_INFO   @   12075.4080000us:  [sim:measure]           'CRM_WORD1' status = PASS 
UVM_INFO   @   12079.2480000us:  [sim:measure]           'CRM_WORD2' status = PASS 
UVM_INFO   @   13568.6480000us:  [crm_many_on_one_channel_one_on_all_channels_seq] crm_many_on_one_channel_one_on_all_channels_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @   13568.6490000us:  [sim:description:1]     *multiple CRMs on one channel and one on all channels in a single SPI frame 
UVM_INFO   @   23631.0490000us:  [crm_read_data_using_multiple_tx_crc_seq] crm_read_data_using_multiple_tx_crc_seq sequence starting  	/nfs/wrk.zaa/52144/DIGITAL/tb_eugene/agents/top/includes/top_seq_inc.sv(92) 
UVM_INFO   @   23631.0500000us:  [sim:description:1]     *CRM and read data using multiple TX CRCs 
